subtitle,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,has_lift,is_exterior,has_parking
Moscardó,65.0,2,1.0,176000,2708,multi-storey building,False,False,False,False,False
Usera,119.0,3,2.0,366400,3079,multi-storey building,False,False,True,False,False
Moscardó,99.0,3,1.0,200000,2020,multi-storey building,False,False,False,True,False
Zofío,56.0,2,1.0,93000,1661,multi-storey building,False,False,False,True,False
Orcasitas,150.0,3,2.0,260000,1733,multi-storey building,False,False,True,True,True
Usera,80.0,3,1.0,155000,1938,multi-storey building,False,False,True,True,False
Pradolongo,70.0,3,1.0,110000,1571,multi-storey building,True,False,False,True,False
Moscardó,90.0,3,2.0,280000,3111,multi-storey building,False,False,True,True,True
Orcasitas,120.0,3,2.0,245000,2042,multi-storey building,False,False,True,True,True
Almendrales,51.0,2,1.0,240000,4706,multi-storey building,False,False,False,True,False
Zofío,75.0,2,1.0,138000,1840,multi-storey building,False,False,True,True,False
12 de Octubre-Orcasur,114.0,3,2.0,190000,1667,multi-storey building,False,False,True,True,False
Almendrales,111.0,3,2.0,208000,1874,multi-storey building,True,False,False,True,False
Almendrales,30.0,0,1.0,120000,4000,,False,False,False,True,False
Zofío,66.0,3,1.0,146000,2212,multi-storey building,False,False,False,True,False
Orcasitas,78.0,3,1.0,245000,3141,multi-storey building,False,False,True,False,False
12 de Octubre-Orcasur,126.0,3,2.0,350000,2778,multi-storey building,False,False,True,True,True
Almendrales,77.0,3,1.0,165000,2143,multi-storey building,False,False,False,True,False
Pradolongo,45.0,2,1.0,125000,2778,multi-storey building,False,False,False,True,False
Usera,123.0,2,1.0,186000,1512,multi-storey building,False,False,True,True,True
Almendrales,70.0,3,1.0,156000,2229,multi-storey building,False,False,False,True,False
Pradolongo,52.0,2,1.0,109000,2096,multi-storey building,False,False,False,True,False
Zofío,97.0,3,1.0,159000,1639,multi-storey building,False,False,False,True,False
Moscardó,65.0,2,1.0,140000,2154,multi-storey building,False,False,False,True,False
Zofío,55.0,1,1.0,159000,2891,multi-storey building,False,False,True,True,False
San Fermín,68.0,3,1.0,115000,1691,multi-storey building,False,False,False,True,False
Orcasitas,93.0,2,2.0,156000,1677,multi-storey building,False,False,False,True,True
Moscardó,66.0,3,1.0,145000,2197,multi-storey building,False,False,True,False,False
Orcasitas,120.0,2,2.0,300000,2500,duplex,False,False,True,True,True
12 de Octubre-Orcasur,95.0,3,2.0,390000,4105,multi-storey building,False,False,True,True,True
Orcasitas,100.0,3,2.0,160000,1600,multi-storey building,False,False,True,True,False
Almendrales,73.0,2,1.0,260000,3562,multi-storey building,False,False,True,True,False
Orcasitas,127.0,4,2.0,324000,2551,multi-storey building,False,False,True,True,True
Orcasitas,127.0,4,2.0,324000,2551,multi-storey building,False,False,True,True,True
San Fermín,105.0,3,2.0,249999,2381,multi-storey building,False,False,True,True,False
Almendrales,61.0,2,1.0,125700,2061,multi-storey building,False,False,False,False,False
Zofío,58.0,2,1.0,135000,2328,multi-storey building,False,False,False,True,False
Pradolongo,70.0,2,1.0,160000,2286,multi-storey building,False,False,False,False,True
San Fermín,128.0,4,2.0,275000,2148,multi-storey building,False,False,True,True,True
Moscardó,110.0,3,1.0,290000,2636,multi-storey building,False,False,True,True,False
Moscardó,91.0,4,1.0,225000,2473,multi-storey building,False,False,True,False,False
Usera,149.0,4,2.0,565500,3795,multi-storey building,False,False,True,False,False
Usera,149.0,4,2.0,578700,3884,multi-storey building,False,False,True,False,False
Moscardó,118.0,4,2.0,355000,3008,multi-storey building,False,False,True,True,True
Almendrales,100.0,4,1.0,93000,930,multi-storey building,True,False,False,False,False
Almendrales,45.0,0,1.0,135000,3000,,False,False,False,True,False
Moscardó,70.0,2,1.0,165000,2357,multi-storey building,False,False,True,True,False
Almendrales,76.0,2,1.0,169000,2224,multi-storey building,False,False,False,True,False
Usera,80.0,2,2.0,140000,1750,multi-storey building,False,False,False,True,False
Moscardó,52.0,2,1.0,151900,2921,multi-storey building,True,False,False,False,False
San Fermín,70.0,2,1.0,105000,1500,multi-storey building,False,False,True,True,False
Almendrales,45.0,2,1.0,115000,2556,multi-storey building,False,False,False,True,False
Almendrales,30.0,1,1.0,85000,2833,multi-storey building,False,False,False,False,False
Usera,45.0,2,1.0,104900,2331,multi-storey building,False,False,False,True,False
Pradolongo,105.0,3,1.0,240000,2286,multi-storey building,False,False,True,True,False
Usera,69.0,3,1.0,197000,2855,multi-storey building,False,False,False,True,False
Zofío,59.0,2,1.0,112000,1898,multi-storey building,False,False,False,True,False
Almendrales,98.0,3,1.0,142000,1449,multi-storey building,False,False,False,False,False
Usera,70.0,3,1.0,115000,1643,multi-storey building,False,False,False,True,False
Pradolongo,57.0,3,1.0,127000,2228,multi-storey building,False,False,False,False,False
Almendrales,65.0,2,1.0,165000,2538,multi-storey building,False,False,False,True,False
Usera,98.0,2,1.0,135000,1378,multi-storey building,False,False,False,True,False
Usera,108.0,3,2.0,145000,1343,multi-storey building,False,False,True,True,False
Usera,90.0,3,1.0,125000,1389,multi-storey building,False,False,True,True,False
Almendrales,95.0,2,1.0,385000,4053,multi-storey building,False,False,True,True,True
Zofío,85.0,4,1.0,184950,2176,multi-storey building,False,False,False,True,False
Pradolongo,53.0,3,1.0,110000,2075,multi-storey building,True,False,False,True,False
Orcasitas,80.0,3,2.0,200000,2500,mansion,True,False,False,False,False
San Fermín,137.0,3,2.0,245000,1788,multi-storey building,False,False,True,True,True
Almendrales,56.0,2,1.0,145000,2589,multi-storey building,False,False,False,True,False
Zofío,60.0,3,1.0,119000,1983,multi-storey building,False,False,False,True,False
San Fermín,146.0,3,2.0,250000,1712,multi-storey building,False,False,True,True,True
Pradolongo,115.0,4,2.0,215000,1870,multi-storey building,True,False,False,True,False
Pradolongo,131.0,3,2.0,246000,1878,multi-storey building,False,False,True,True,False
San Fermín,85.0,3,1.0,145000,1706,multi-storey building,False,False,False,True,False
Moscardó,123.0,4,2.0,315000,2561,multi-storey building,False,False,True,True,True
Moscardó,87.0,3,1.0,300000,3448,multi-storey building,False,False,True,True,False
Pradolongo,140.0,5,2.0,307000,2193,multi-storey building,False,False,False,True,False
Moscardó,71.0,2,1.0,200000,2817,duplex,False,False,False,True,False
Almendrales,102.0,3,2.0,355000,3480,multi-storey building,False,False,True,True,True
Almendrales,55.0,2,1.0,114500,2082,multi-storey building,True,False,False,True,False
Almendrales,100.0,4,2.0,190000,1900,multi-storey building,True,False,True,False,False
Pradolongo,118.0,3,2.0,366400,3105,multi-storey building,False,False,True,False,False
Usera,110.0,3,2.0,255000,2318,multi-storey building,False,False,True,True,True
Almendrales,41.0,3,1.0,105000,2561,multi-storey building,True,False,False,True,False
Almendrales,84.0,2,2.0,290000,3452,multi-storey building,False,False,True,True,True
Almendrales,68.0,2,1.0,199000,2926,multi-storey building,False,False,True,True,False
Almendrales,70.0,2,1.0,121500,1736,multi-storey building,True,False,False,True,False
San Fermín,90.0,2,1.0,169000,1878,multi-storey building,False,False,True,True,True
Moscardó,77.0,3,1.0,129900,1687,multi-storey building,True,False,False,True,False
Usera,100.0,3,2.0,149900,1499,multi-storey building,False,False,False,True,False
Pradolongo,50.0,2,1.0,95000,1900,multi-storey building,True,False,False,True,False
Orcasitas,85.0,2,2.0,188999,2224,multi-storey building,False,False,True,True,True
Usera,109.0,3,2.0,159000,1459,multi-storey building,False,False,True,True,False
Orcasitas,50.0,0,1.0,128250,2565,,False,False,False,True,False
Zofío,87.0,3,1.0,155000,1782,multi-storey building,False,False,False,True,True
Pradolongo,120.0,4,2.0,170000,1417,multi-storey building,False,False,False,True,False
Orcasitas,62.0,2,1.0,250000,4032,penthouse,False,False,True,True,True
Almendrales,120.0,4,2.0,190000,1583,multi-storey building,True,False,False,True,False
Moscardó,60.0,1,1.0,180000,3000,multi-storey building,False,False,True,True,False
San Fermín,67.0,1,1.0,220000,3284,multi-storey building,False,False,True,True,True
Moscardó,70.0,2,1.0,199000,2843,multi-storey building,False,False,False,True,False
Orcasitas,87.0,2,2.0,208000,2391,multi-storey building,False,False,True,True,True
Usera,40.0,1,1.0,119900,2998,multi-storey building,False,False,True,True,False
Pradolongo,61.0,2,1.0,128000,2098,multi-storey building,False,False,False,True,False
Moscardó,60.0,3,1.0,172000,2867,multi-storey building,True,False,False,True,False
Moscardó,62.0,3,1.0,155000,2500,multi-storey building,False,False,False,True,False
Moscardó,66.0,3,1.0,168000,2545,multi-storey building,True,False,False,True,False
Usera,62.0,3,1.0,125000,2016,multi-storey building,False,False,False,True,False
Usera,49.0,2,1.0,105000,2143,multi-storey building,True,False,True,True,False
Moscardó,70.0,1,1.0,117500,1679,multi-storey building,False,False,False,False,False
Moscardó,71.0,1,1.0,145000,2042,multi-storey building,False,False,False,False,False
Moscardó,66.0,1,1.0,112000,1697,multi-storey building,False,False,False,False,False
Moscardó,60.0,1,2.0,180000,3000,multi-storey building,False,False,False,True,False
Moscardó,59.0,3,1.0,132000,2237,multi-storey building,False,False,False,True,False
12 de Octubre-Orcasur,80.0,3,1.0,160000,2000,multi-storey building,True,False,False,True,False
Pradolongo,75.0,3,2.0,170000,2267,multi-storey building,True,False,False,True,False
Orcasitas,70.0,2,2.0,189000,2700,multi-storey building,False,False,True,True,True
Pradolongo,57.0,2,1.0,110000,1930,multi-storey building,False,False,False,True,False
Moscardó,80.0,2,1.0,440000,5500,multi-storey building,False,False,True,True,False
Usera,127.0,4,2.0,159000,1252,multi-storey building,False,False,False,True,False
12 de Octubre-Orcasur,110.0,2,2.0,275000,2500,multi-storey building,False,False,True,True,True
Moscardó,42.0,2,1.0,140000,3333,multi-storey building,False,False,True,True,False
Usera,68.0,3,1.0,150000,2206,multi-storey building,False,False,False,True,False
Almendrales,100.0,3,2.0,190000,1900,multi-storey building,True,False,False,True,False
Pradolongo,87.0,2,1.0,199000,2287,multi-storey building,False,False,False,True,False
Moscardó,73.0,2,1.0,169900,2327,multi-storey building,False,False,False,True,False
Moscardó,78.0,3,1.0,164000,2103,multi-storey building,False,False,True,True,False
San Fermín,100.0,3,2.0,360000,3600,multi-storey building,False,False,True,True,True
Almendrales,62.0,3,1.0,130200,2100,multi-storey building,False,False,False,False,False
Orcasitas,85.0,2,1.0,110000,1294,multi-storey building,False,False,False,True,False
San Fermín,92.0,2,2.0,245000,2663,multi-storey building,False,False,True,True,True
Pradolongo,65.0,2,1.0,145000,2231,multi-storey building,False,False,False,False,False
Pradolongo,35.0,2,1.0,130000,3714,multi-storey building,False,False,False,True,False
Almendrales,60.0,3,1.0,180000,3000,multi-storey building,False,False,False,True,False
Pradolongo,105.0,2,2.0,300000,2857,duplex,False,False,True,True,False
Almendrales,47.0,2,1.0,115000,2447,multi-storey building,False,False,False,False,False
Moscardó,80.0,3,1.0,143000,1788,multi-storey building,False,False,False,True,False
Zofío,75.0,3,1.0,127000,1693,multi-storey building,True,False,False,True,False
Moscardó,62.0,1,1.0,157000,2532,multi-storey building,False,False,True,True,False
San Fermín,120.0,3,2.0,260000,2167,multi-storey building,False,False,True,True,True
Almendrales,62.0,2,1.0,150000,2419,multi-storey building,False,False,True,True,False
Orcasitas,78.0,2,1.0,269000,3449,penthouse,False,False,True,True,True
Almendrales,60.0,2,1.0,110000,1833,multi-storey building,False,False,False,True,False
12 de Octubre-Orcasur,95.0,3,1.0,230000,2421,multi-storey building,False,False,True,True,False
San Fermín,86.0,2,2.0,225000,2616,multi-storey building,False,False,True,True,False
San Fermín,105.0,3,2.0,280000,2667,multi-storey building,False,False,True,True,True
Zofío,64.0,2,1.0,210000,3281,multi-storey building,False,False,False,True,True
Usera,118.0,3,2.0,565500,4792,multi-storey building,False,False,True,False,False
Usera,60.0,3,1.0,149999,2500,multi-storey building,False,False,False,False,False
Usera,94.0,3,1.0,180000,1915,multi-storey building,False,False,True,True,False
12 de Octubre-Orcasur,99.0,3,2.0,200000,2020,multi-storey building,False,False,True,True,False
Moscardó,85.0,3,2.0,139900,1646,duplex,False,False,True,True,False
Orcasitas,140.0,3,2.0,180000,1286,multi-storey building,False,False,False,True,False
Usera,70.0,3,1.0,165000,2357,multi-storey building,False,False,True,True,False
Pradolongo,125.0,3,2.0,165000,1320,multi-storey building,False,False,False,True,True
Almendrales,130.0,2,2.0,278000,2138,duplex,False,False,True,True,True
Zofío,68.0,3,1.0,146000,2147,multi-storey building,False,False,False,True,False
Almendrales,70.0,2,1.0,160000,2286,multi-storey building,False,False,False,True,False
San Fermín,120.0,3,2.0,270000,2250,multi-storey building,False,False,True,True,True
Usera,141.0,3,2.0,250000,1773,multi-storey building,False,False,True,True,False
Almendrales,55.0,2,1.0,90000,1636,multi-storey building,True,False,False,False,False
Moscardó,69.0,3,1.0,146000,2116,multi-storey building,False,False,False,True,False
Orcasitas,47.0,2,1.0,124000,2638,multi-storey building,False,False,False,True,False
Almendrales,79.0,3,1.0,170000,2152,multi-storey building,True,False,True,True,False
Moscardó,85.0,3,1.0,179800,2115,multi-storey building,False,False,False,True,False
Orcasitas,90.0,3,2.0,220000,2444,mansion,False,False,False,False,False
Pradolongo,113.0,3,2.0,170000,1504,multi-storey building,True,False,True,True,False
Usera,112.0,3,2.0,175000,1562,multi-storey building,False,False,True,True,True
Orcasitas,115.0,3,2.0,150000,1304,multi-storey building,False,False,True,True,False
Zofío,80.0,3,1.0,132000,1650,multi-storey building,False,False,False,True,False
Orcasitas,115.0,3,2.0,175000,1522,multi-storey building,False,False,True,True,False
Pradolongo,43.0,2,1.0,130000,3023,multi-storey building,False,False,False,True,False
Usera,118.0,3,2.0,555900,4711,multi-storey building,False,False,True,False,False
Usera,118.0,4,2.0,578700,4904,multi-storey building,False,False,True,False,False
Almendrales,80.0,3,1.0,119470,1493,multi-storey building,False,False,False,False,False
Usera,129.0,3,2.0,139000,1078,multi-storey building,False,False,False,True,False
Usera,84.0,4,2.0,139000,1655,multi-storey building,False,False,False,True,False
Orcasitas,110.0,3,2.0,165000,1500,multi-storey building,False,False,False,True,False
San Fermín,80.0,3,1.0,129000,1612,multi-storey building,False,False,True,True,False
San Fermín,80.0,3,1.0,129000,1612,multi-storey building,True,False,False,True,False
Orcasitas,122.0,4,2.0,320000,2623,multi-storey building,False,False,True,True,True
Pradolongo,46.0,1,1.0,99999,2174,multi-storey building,False,False,False,True,False
San Fermín,95.0,3,1.0,190000,2000,multi-storey building,False,False,True,True,False
12 de Octubre-Orcasur,120.0,3,2.0,148000,1233,multi-storey building,False,False,False,True,False
Moscardó,120.0,3,2.0,355000,2958,multi-storey building,False,False,True,True,True
